"chapter","ayah","wordpos","utf8","feature","FA","QA","SW"
"29","38","3-0","تَّبَيَّنَ","pos","V","V","r---p-"
"29","38","3-1",,"pos","-","œ","v-p---"
"29","38","4-0","لَ","pos","PREP","P","p--p--"
"29","38","4-1","كُم","pos","PRON","PRON","np----"
"29","38","5-0","مِّن","pos","PREP","P","p--p--"
"29","38","6-0","مَّسَٰكِنِ","pos","NOUN","N","nl----"
"29","38","6-1","هِمْ","pos","PRON","PRON","r---r-"
"29","38","7-0","وَ","pos","CONJ","CONJ","p--c--"
"29","38","7-1","زَيَّنَ","pos","NOUN","V","v-p---"
"29","38","8-0","لَ","pos","PREP","P","p--p--"
"29","38","8-1","هُمُ","pos","PRON","PRON","np----"
"29","38","9-0","ٱل","pos","DET","DET","r---d-"
"29","38","9-1","شَّيْطَٰنُ","pos","NOUN","PN","nn----"
"29","38","10-0","أَعْمَٰلَ","pos","NOUN","N","ng----"
"29","38","10-1","هُمْ","pos","PRON","PRON","r---r-"
"29","38","11-0","فَ","pos","NOUN","CONJ","p--c--"
"29","38","11-1","صَدَّ","pos","PRON","V","v-p---"
"29","38","11-2","هُمْ","pos","-","PRON","r---r-"
"29","38","12-0","عَنِ","pos","PREP","P","p--p--"
"29","38","13-0","ٱل","pos","DET","DET","r---d-"
"29","38","13-1","سَّبِيلِ","pos","NOUN","N","nl----"
"29","38","14-0","وَ","pos","CONJ","CONJ","p--c--"
"29","38","14-1","كَانُ","pos","V","V","v-p---"
"29","38","14-2","وا۟","pos","PRON","PRON","r---r-"
"29","38","15-0","مُسْتَبْصِرِينَ","pos","NOUN","N","nu----"
"29","38","15-1",,"pos","-","œ","r---m-"
"29","38","17",".","pos","END","END","END"
"29","39","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","39","0-1","قَٰرُونَ","pos","NOUN","PN","nn----"
"29","39","1-0","وَ","pos","CONJ","CONJ","p--c--"
"29","39","1-1","فِرْعَوْنَ","pos","NOUN","PN","nn----"
"29","39","2-0","وَ","pos","CONJ","CONJ","p--c--"
"29","39","2-1","هَٰمَٰنَ","pos","NOUN","PN","nn----"
"29","39","3-0","وَ","pos","CONJ","CONJ","p--c--"
"29","39","3-1","لَ","pos","PART","EMPH","p--z--"
"29","39","3-2","قَدْ","pos","-","CERT","p--b--"
"29","39","4-0","جَآءَ","pos","V","V","v-p---"
"29","39","4-1","هُم","pos","PRON","PRON","r---r-"
"29","39","5-0","مُّوسَىٰ","pos","NOUN","PN","nn----"
"29","39","6-0","بِ","pos","PREP","P","p--p--"
"29","39","6-1","ٱلْ","pos","DET","DET","r---d-"
"29","39","6-2","بَيِّنَٰتِ","pos","NOUN","N","nq----"
"29","39","6-3",,"pos","NSUFF","œ","r---l-"
"29","39","7-0","فَ","pos","CONJ","REM","p--c--"
"29","39","7-1","ٱسْتَكْبَرُ","pos","V","V","v-p---"
"29","39","7-2","وا۟","pos","PRON","PRON","r---r-"
"29","39","8-0","فِى","pos","PREP","P","p--p--"
"29","39","9-0","ٱلْ","pos","DET","DET","r---d-"
"29","39","9-1","أَرْضِ","pos","NOUN","N","nn----"
"29","39","10-0","وَ","pos","CONJ","CONJ","p--c--"
"29","39","10-1","مَا","pos","PART","NEG","p--n--"
"29","39","11-0","كَانُ","pos","V","V","v-p---"
"29","39","11-1","وا۟","pos","PRON","PRON","r---r-"
"29","39","12-0","سَٰبِقِينَ","pos","ADJ","N","nu----"
"29","39","12-1",,"pos","NSUFF","œ","r---m-"
"29","39","14",".","pos","END","END","END"
"29","4","0-0","أَمْ","pos","CONJ","CONJ","p--c--"
"29","4","1-0","حَسِبَ","pos","NOUN","V","v-p---"
"29","4","2-0","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","4","3-0","يَعْمَلُ","pos","V","V","r---a-"
"29","4","3-1","ونَ","pos","PRON","PRON","v-c---"
"29","4","3-2",,"pos","-","œ","r---r-"
"29","4","4-0","ٱل","pos","DET","DET","r---d-"
"29","4","4-1","سَّيِّـَٔاتِ","pos","ADJ","N","nq----"
"29","4","4-2",,"pos","NSUFF","œ","r---l-"
"29","4","5-0","أَن","pos","PART","SUB","p--g--"
"29","4","6-0","يَسْبِقُ","pos","NOUN","V","r---a-"
"29","4","6-1","و","pos","-","PRON","v-c---"
"29","4","6-2","نَا","pos","-","PRON","r---r-"
"29","4","6-3",,"pos","-","œ","r---r-"
"29","4","7-0","سَآءَ","pos","V","V","v-p---"
"29","4","8-0","مَا","pos","PART","REL","nr----"
"29","4","9-0","يَحْكُمُ","pos","V","V","r---a-"
"29","4","9-1","ونَ","pos","PRON","PRON","v-c---"
"29","4","9-2",,"pos","-","œ","r---r-"
"29","4","11",".","pos","END","END","END"
"29","40","0-0","فَ","pos","CONJ","REM","p--c--"
"29","40","0-1","كُلًّا","pos","PART","N","n+----"
"29","40","0-2",,"pos","-","œ","r---k-"
"29","40","1-0","أَخَذْ","pos","V","V","v-p---"
"29","40","1-1","نَا","pos","PRON","PRON","r---r-"
"29","40","2-0","بِ","pos","PREP","P","p--p--"
"29","40","2-1","ذَنۢبِ","pos","NOUN","N","nq----"
"29","40","2-2","هِۦ","pos","PRON","PRON","r---r-"
"29","40","3-0","فَ","pos","CONJ","REM","p--c--"
"29","40","3-1","مِنْ","pos","PART","P","p--p--"
"29","40","3-2","هُم","pos","PRON","PRON","r---r-"
"29","40","4-0","مَّنْ","pos","PREP","REL","nr----"
"29","40","5-0","أَرْسَلْ","pos","V","V","v-p---"
"29","40","5-1","نَا","pos","PRON","PRON","r---r-"
"29","40","6-0","عَلَيْ","pos","PREP","P","p--p--"
"29","40","6-1","هِ","pos","PRON","PRON","r---r-"
"29","40","7-0","حَاصِبًا","pos","NOUN","N","nu----"
"29","40","7-1",,"pos","CASE","œ","r---k-"
"29","40","8-0","وَ","pos","CONJ","CONJ","p--c--"
"29","40","8-1","مِنْ","pos","PART","P","p--p--"
"29","40","8-2","هُم","pos","PRON","PRON","r---r-"
"29","40","9-0","مَّنْ","pos","PREP","REL","nr----"
"29","40","10-0","أَخَذَتْ","pos","NOUN","V","v-p---"
"29","40","10-1","هُ","pos","PRON","PRON","r---f-"
"29","40","10-2",,"pos","PRON","œ","r---r-"
"29","40","11-0","ٱل","pos","DET","DET","r---d-"
"29","40","11-1","صَّيْحَةُ","pos","NOUN","N","no----"
"29","40","11-2",,"pos","NSUFF","œ","r---t-"
"29","40","12-0","وَ","pos","CONJ","CONJ","p--c--"
"29","40","12-1","مِنْ","pos","PART","P","p--p--"
"29","40","12-2","هُم","pos","PRON","PRON","r---r-"
"29","40","13-0","مَّنْ","pos","PREP","REL","nr----"
"29","40","14-0","خَسَفْ","pos","NOUN","V","v-p---"
"29","40","14-1","نَا","pos","PRON","PRON","r---r-"
"29","40","15-0","بِ","pos","PREP","P","p--p--"
"29","40","15-1","هِ","pos","PRON","PRON","np----"
"29","40","16-0","ٱلْ","pos","DET","DET","r---d-"
"29","40","16-1","أَرْضَ","pos","NOUN","N","nn----"
"29","40","17-0","وَ","pos","CONJ","CONJ","p--c--"
"29","40","17-1","مِنْ","pos","PART","P","p--p--"
"29","40","17-2","هُم","pos","PRON","PRON","r---r-"
"29","40","18-0","مَّنْ","pos","PREP","REL","nr----"
"29","40","19-0","أَغْرَقْ","pos","V","V","v-p---"
"29","40","19-1","نَا","pos","PRON","PRON","r---r-"
"29","40","20-0","وَ","pos","CONJ","CONJ","p--c--"
"29","40","20-1","مَا","pos","PART","NEG","p--n--"
"29","40","21-0","كَانَ","pos","V","V","v-p---"
"29","40","22-0","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","40","23-0","لِ","pos","PREP","PRP","r---s-"
"29","40","23-1","يَظْلِمَ","pos","NOUN","V","r---a-"
"29","40","23-2","هُمْ","pos","PRON","PRON","v-c---"
"29","40","23-3",,"pos","-","œ","r---r-"
"29","40","24-0","وَ","pos","CONJ","CONJ","p--c--"
"29","40","24-1","لَٰكِن","pos","PART","AMD","p--b--"
"29","40","25-0","كَانُ","pos","V","V","v-p---"
"29","40","25-1","وٓا۟","pos","PRON","PRON","r---r-"
"29","40","26-0","أَنفُسَ","pos","NOUN","N","ne----"
"29","40","26-1","هُمْ","pos","PRON","PRON","r---r-"
"29","40","27-0","يَظْلِمُ","pos","NOUN","V","r---a-"
"29","40","27-1","ونَ","pos","NSUFF","PRON","v-c---"
"29","40","27-2",,"pos","-","œ","r---r-"
"29","40","29",".","pos","END","END","END"
"29","41","0-0","مَثَلُ","pos","NOUN","N","nj----"
"29","41","1-0","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","41","2-0","ٱتَّخَذُ","pos","V","V","v-p---"
"29","41","2-1","وا۟","pos","PRON","PRON","r---r-"
"29","41","3-0","مِن","pos","PREP","P","p--p--"
"29","41","4-0","دُونِ","pos","NOUN","N","nv----"
"29","41","5-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","41","6-0","أَوْلِيَآءَ","pos","NOUN","N","n*----"
"29","41","7-0","كَ","pos","PREP","P","p--l--"
"29","41","7-1","مَثَلِ","pos","NOUN","N","nj----"
"29","41","8-0","ٱلْ","pos","DET","DET","r---d-"
"29","41","8-1","عَنكَبُوتِ","pos","NOUN","N","nq----"
"29","41","9-0","ٱتَّخَذَتْ","pos","V","V","v-p---"
"29","41","9-1",,"pos","PRON","œ","r---f-"
"29","41","10-0","بَيْتًا","pos","NOUN","N","nl----"
"29","41","10-1",,"pos","CASE","œ","r---k-"
"29","41","11-0","وَ","pos","CONJ","CONJ","p--c--"
"29","41","11-1","إِنَّ","pos","PART","ACC","p--a--"
"29","41","12-0","أَوْهَنَ","pos","NOUN","N","n@----"
"29","41","13-0","ٱلْ","pos","DET","DET","r---d-"
"29","41","13-1","بُيُوتِ","pos","NOUN","N","nl----"
"29","41","14-0","لَ","pos","PREP","EMPH","p--z--"
"29","41","14-1","بَيْتُ","pos","NOUN","N","nl----"
"29","41","15-0","ٱلْ","pos","DET","DET","r---d-"
"29","41","15-1","عَنكَبُوتِ","pos","NOUN","N","nq----"
"29","41","16-0","لَوْ","pos","PART","COND","p--k--"
"29","41","17-0","كَانُ","pos","V","V","v-p---"
"29","41","17-1","وا۟","pos","PRON","PRON","r---r-"
"29","41","18-0","يَعْلَمُ","pos","V","V","r---a-"
"29","41","18-1","ونَ","pos","PRON","PRON","v-c---"
"29","41","18-2",,"pos","-","œ","r---r-"
"29","41","20",".","pos","END","END","END"
"29","42","0-0","إِنَّ","pos","PART","ACC","p--a--"
"29","42","1-0","ٱللَّهَ","pos","NOUN","PN","nn----"
"29","42","2-0","يَعْلَمُ","pos","V","V","r---a-"
"29","42","2-1",,"pos","-","œ","v-c---"
"29","42","3-0","مَا","pos","PART","REL","nr----"
"29","42","4-0","يَدْعُ","pos","V","V","r---a-"
"29","42","4-1","ونَ","pos","PRON","PRON","v-c---"
"29","42","4-2",,"pos","-","œ","r---r-"
"29","42","5-0","مِن","pos","PREP","P","p--p--"
"29","42","6-0","دُونِ","pos","NOUN","N","nv----"
"29","42","6-1","هِۦ","pos","PRON","PRON","r---r-"
"29","42","7-0","مِن","pos","PREP","P","p--p--"
"29","42","8-0","شَىْءٍ","pos","NOUN","N","na----"
"29","42","9-0","وَ","pos","CONJ","CONJ","p--c--"
"29","42","9-1","هُوَ","pos","PRON","PRON","np----"
"29","42","10-0","ٱلْ","pos","DET","DET","r---d-"
"29","42","10-1","عَزِيزُ","pos","NOUN","N","nj----"
"29","42","11-0","ٱلْ","pos","DET","DET","r---d-"
"29","42","11-1","حَكِيمُ","pos","ADJ","ADJ","nj----"
"29","42","13",".","pos","END","END","END"
"29","43","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","43","0-1","تِلْكَ","pos","PRON","DEM","nd----"
"29","43","1-0","ٱلْ","pos","DET","DET","r---d-"
"29","43","1-1","أَمْثَٰلُ","pos","NOUN","N","nq----"
"29","43","2-0","نَضْرِبُ","pos","NOUN","V","r---a-"
"29","43","2-1","هَا","pos","PRON","PRON","v-c---"
"29","43","2-2",,"pos","-","œ","r---r-"
"29","43","3-0","لِ","pos","PREP","P","p--p--"
"29","43","3-1","ل","pos","DET","DET","r---d-"
"29","43","3-2","نَّاسِ","pos","NOUN","N","n$----"
"29","43","4-0","وَ","pos","CONJ","CONJ","p--c--"
"29","43","4-1","مَا","pos","PART","NEG","p--n--"
"29","43","5-0","يَعْقِلُ","pos","V","V","r---a-"
"29","43","5-1","هَآ","pos","PRON","PRON","v-c---"
"29","43","5-2",,"pos","-","œ","r---r-"
"29","43","6-0","إِلَّا","pos","PART","RES","p--x--"
"29","43","7-0","ٱلْ","pos","DET","DET","r---d-"
"29","43","7-1","عَٰلِمُونَ","pos","NOUN","N","nu----"
"29","43","7-2",,"pos","NSUFF","œ","r---m-"
"29","43","9",".","pos","END","END","END"
"29","44","0-0","خَلَقَ","pos","NOUN","V","v-p---"
"29","44","1-0","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","44","2-0","ٱل","pos","DET","DET","r---d-"
"29","44","2-1","سَّمَٰوَٰتِ","pos","NOUN","N","nq----"
"29","44","2-2",,"pos","NSUFF","œ","r---l-"
"29","44","3-0","وَ","pos","CONJ","CONJ","p--c--"
"29","44","3-1","ٱلْ","pos","DET","DET","r---d-"
"29","44","3-2","أَرْضَ","pos","NOUN","N","nn----"
"29","44","4-0","بِ","pos","PREP","P","p--p--"
"29","44","4-1","ٱلْ","pos","DET","DET","r---d-"
"29","44","4-2","حَقِّ","pos","NOUN","N","ng----"
"29","44","5-0","إِنَّ","pos","NOUN","ACC","p--a--"
"29","44","6-0","فِى","pos","PREP","P","p--p--"
"29","44","7-0","ذَٰلِكَ","pos","PRON","DEM","nd----"
"29","44","8-0","لَ","pos","PREP","EMPH","p--z--"
"29","44","8-1","ءَايَةً","pos","NOUN","N","nq----"
"29","44","8-2",,"pos","NSUFF","œ","r---t-"
"29","44","9-0","لِّ","pos","PREP","P","p--p--"
"29","44","9-1","لْ","pos","DET","DET","r---d-"
"29","44","9-2","مُؤْمِنِينَ","pos","NOUN","N","nu----"
"29","44","9-3",,"pos","NSUFF","œ","r---m-"
"29","44","11",".","pos","END","END","END"
"29","45","0-0","ٱتْلُ","pos","NOUN","V","v-i---"
"29","45","1-0","مَآ","pos","PART","REL","nr----"
"29","45","2-0","أُوحِىَ","pos","V","V","v-p---"
"29","45","3-0","إِلَيْ","pos","PREP","P","p--p--"
"29","45","3-1","كَ","pos","PRON","PRON","r---r-"
"29","45","4-0","مِنَ","pos","PREP","P","p--p--"
"29","45","5-0","ٱلْ","pos","DET","DET","r---d-"
"29","45","5-1","كِتَٰبِ","pos","NOUN","N","nq----"
"29","45","6-0","وَ","pos","CONJ","CONJ","p--c--"
"29","45","6-1","أَقِمِ","pos","NOUN","V","v-i---"
"29","45","7-0","ٱل","pos","DET","DET","r---d-"
"29","45","7-1","صَّلَوٰةَ","pos","NOUN","N","ng----"
"29","45","7-2",,"pos","NSUFF","œ","r---t-"
"29","45","8-0","إِنَّ","pos","PART","ACC","p--a--"
"29","45","9-0","ٱل","pos","DET","DET","r---d-"
"29","45","9-1","صَّلَوٰةَ","pos","NOUN","N","ng----"
"29","45","9-2",,"pos","NSUFF","œ","r---t-"
"29","45","10-0","تَنْهَىٰ","pos","V","V","r---a-"
"29","45","10-1",,"pos","-","œ","v-c---"
"29","45","11-0","عَنِ","pos","PREP","P","p--p--"
"29","45","12-0","ٱلْ","pos","DET","DET","r---d-"
"29","45","12-1","فَحْشَآءِ","pos","NOUN","N","nq----"
"29","45","13-0","وَ","pos","CONJ","CONJ","p--c--"
"29","45","13-1","ٱلْ","pos","DET","DET","r---d-"
"29","45","13-2","مُنكَرِ","pos","ADJ","N","nk----"
"29","45","14-0","وَ","pos","CONJ","CONJ","p--c--"
"29","45","14-1","لَ","pos","PREP","EMPH","p--z--"
"29","45","14-2","ذِكْرُ","pos","NOUN","N","ng----"
"29","45","15-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","45","16-0","أَكْبَرُ","pos","ADJ","ADJ","n@----"
"29","45","17-0","وَ","pos","CONJ","CONJ","p--c--"
"29","45","17-1","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","45","18-0","يَعْلَمُ","pos","V","V","r---a-"
"29","45","18-1",,"pos","-","œ","v-c---"
"29","45","19-0","مَا","pos","PART","REL","nr----"
"29","45","20-0","تَصْنَعُ","pos","V","V","r---a-"
"29","45","20-1","ونَ","pos","PRON","PRON","v-c---"
"29","45","20-2",,"pos","-","œ","r---r-"
"29","45","22",".","pos","END","END","END"
"29","46","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","46","0-1","لَا","pos","PART","PRO","p--j--"
"29","46","1-0","تُجَٰدِلُ","pos","V","V","r---a-"
"29","46","1-1","وٓا۟","pos","PRON","PRON","v-c---"
"29","46","1-2",,"pos","-","œ","r---r-"
"29","46","2-0","أَهْلَ","pos","NOUN","N","n$----"
"29","46","3-0","ٱلْ","pos","DET","DET","r---d-"
"29","46","3-1","كِتَٰبِ","pos","NOUN","N","nq----"
"29","46","4-0","إِلَّا","pos","PART","RES","p--x--"
"29","46","5-0","بِ","pos","PREP","P","p--p--"
"29","46","5-1","ٱلَّتِى","pos","PART","REL","nr----"
"29","46","6-0","هِىَ","pos","PRON","PRON","np----"
"29","46","7-0","أَحْسَنُ","pos","V","N","n@----"
"29","46","8-0","إِلَّا","pos","PART","RES","p--x--"
"29","46","9-0","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","46","10-0","ظَلَمُ","pos","NOUN","V","v-p---"
"29","46","10-1","وا۟","pos","PRON","PRON","r---r-"
"29","46","11-0","مِنْ","pos","NOUN","P","p--p--"
"29","46","11-1","هُمْ","pos","-","PRON","r---r-"
"29","46","12-0","وَ","pos","CONJ","CONJ","p--c--"
"29","46","12-1","قُولُ","pos","V","V","v-i---"
"29","46","12-2","وٓا۟","pos","PRON","PRON","r---r-"
"29","46","13-0","ءَامَ","pos","ADJ","V","v-p---"
"29","46","13-1","نَّا","pos","CASE","PRON","r---r-"
"29","46","14-0","بِ","pos","PREP","P","p--p--"
"29","46","14-1","ٱلَّذِىٓ","pos","PART","REL","nr----"
"29","46","15-0","أُنزِلَ","pos","V","V","v-p---"
"29","46","16-0","إِلَيْ","pos","PREP","P","p--p--"
"29","46","16-1","نَا","pos","PRON","PRON","r---r-"
"29","46","17-0","وَ","pos","CONJ","CONJ","p--c--"
"29","46","17-1","أُنزِلَ","pos","V","V","v-p---"
"29","46","18-0","إِلَيْ","pos","PREP","P","p--p--"
"29","46","18-1","كُمْ","pos","PRON","PRON","r---r-"
"29","46","19-0","وَ","pos","CONJ","CONJ","p--c--"
"29","46","19-1","إِلَٰهُ","pos","NOUN","N","nq----"
"29","46","19-2","نَا","pos","PRON","PRON","r---r-"
"29","46","20-0","وَ","pos","CONJ","CONJ","p--c--"
"29","46","20-1","إِلَٰهُ","pos","NOUN","N","nq----"
"29","46","20-2","كُمْ","pos","PRON","PRON","r---r-"
"29","46","21-0","وَٰحِدٌ","pos","ADJ","ADJ","n&----"
"29","46","22-0","وَ","pos","CONJ","CONJ","p--c--"
"29","46","22-1","نَحْنُ","pos","PRON","PRON","np----"
"29","46","23-0","لَ","pos","PREP","P","p--p--"
"29","46","23-1","هُۥ","pos","PRON","PRON","np----"
"29","46","24-0","مُسْلِمُونَ","pos","NOUN","N","nu----"
"29","46","24-1",,"pos","NSUFF","œ","r---m-"
"29","46","26",".","pos","END","END","END"
"29","47","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","47","0-1","كَ","pos","PREP","P","p--l--"
"29","47","0-2","ذَٰلِكَ","pos","PRON","DEM","nd----"
"29","47","1-0","أَنزَلْ","pos","V","V","v-p---"
"29","47","1-1","نَآ","pos","PRON","PRON","r---r-"
"29","47","2-0","إِلَيْ","pos","PREP","P","p--p--"
"29","47","2-1","كَ","pos","PRON","PRON","r---r-"
"29","47","3-0","ٱلْ","pos","DET","DET","r---d-"
"29","47","3-1","كِتَٰبَ","pos","NOUN","N","nq----"
"29","47","4-0","فَ","pos","CONJ","REM","p--c--"
"29","47","4-1","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","47","5-0","ءَاتَيْ","pos","NOUN","V","v-p---"
"29","47","5-1","نَٰ","pos","-","PRON","r---r-"
"29","47","5-2","هُمُ","pos","-","PRON","r---r-"
"29","47","6-0","ٱلْ","pos","DET","DET","r---d-"
"29","47","6-1","كِتَٰبَ","pos","NOUN","N","nq----"
"29","47","7-0","يُؤْمِنُ","pos","V","V","r---a-"
"29","47","7-1","ونَ","pos","PRON","PRON","v-c---"
"29","47","7-2",,"pos","-","œ","r---r-"
"29","47","8-0","بِ","pos","PREP","P","p--p--"
"29","47","8-1","هِۦ","pos","PRON","PRON","np----"
"29","47","9-0","وَ","pos","CONJ","CONJ","p--c--"
"29","47","9-1","مِنْ","pos","PART","P","p--p--"
"29","47","10-0","هَٰٓؤُلَآءِ","pos","PRON","DEM","nd----"
"29","47","11-0","مَن","pos","PREP","REL","nr----"
"29","47","12-0","يُؤْمِنُ","pos","V","V","r---a-"
"29","47","12-1",,"pos","-","œ","v-c---"
"29","47","13-0","بِ","pos","PREP","P","p--p--"
"29","47","13-1","هِۦ","pos","PRON","PRON","np----"
"29","47","14-0","وَ","pos","CONJ","CONJ","p--c--"
"29","47","14-1","مَا","pos","PART","NEG","p--n--"
"29","47","15-0","يَجْحَدُ","pos","V","V","r---a-"
"29","47","15-1",,"pos","-","œ","v-c---"
"29","47","16-0","بِ","pos","PREP","P","p--p--"
"29","47","16-1","ـَٔايَٰتِ","pos","NOUN","N","nq----"
"29","47","16-2","نَآ","pos","NSUFF","PRON","r---l-"
"29","47","16-3",,"pos","PRON","œ","r---r-"
"29","47","17-0","إِلَّا","pos","PART","RES","p--x--"
"29","47","18-0","ٱلْ","pos","DET","DET","r---d-"
"29","47","18-1","كَٰفِرُونَ","pos","NOUN","N","nu----"
"29","47","18-2",,"pos","NSUFF","œ","r---m-"
"29","47","20",".","pos","END","END","END"
"29","48","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","48","0-1","مَا","pos","PART","NEG","p--n--"
"29","48","1-0","كُن","pos","NOUN","V","v-p---"
"29","48","1-1","تَ","pos","-","PRON","r---r-"
"29","48","2-0","تَتْلُوا۟","pos","V","V","r---a-"
"29","48","2-1",,"pos","-","œ","v-c---"
"29","48","3-0","مِن","pos","PREP","P","p--p--"
"29","48","4-0","قَبْلِ","pos","NOUN","N","nv----"
"29","48","4-1","هِۦ","pos","PRON","PRON","r---r-"
"29","48","5-0","مِن","pos","PREP","P","p--p--"
"29","48","6-0","كِتَٰبٍ","pos","NOUN","N","nq----"
"29","48","7-0","وَ","pos","CONJ","CONJ","p--c--"
"29","48","7-1","لَا","pos","PART","NEG","p--n--"
"29","48","8-0","تَخُطُّ","pos","V","V","r---a-"
"29","48","8-1","هُۥ","pos","PRON","PRON","v-c---"
"29","48","8-2",,"pos","-","œ","r---r-"
"29","48","9-0","بِ","pos","PREP","P","p--p--"
"29","48","9-1","يَمِينِ","pos","NOUN","N","nq----"
"29","48","9-2","كَ","pos","PRON","PRON","r---r-"
"29","48","10-0","إِذًا","pos","PART","SUR","p--b--"
"29","48","10-1",,"pos","-","œ","r---k-"
"29","48","11-0","لَّ","pos","PREP","EMPH","p--z--"
"29","48","11-1","ٱرْتَابَ","pos","V","V","v-p---"
"29","48","12-0","ٱلْ","pos","DET","DET","r---d-"
"29","48","12-1","مُبْطِلُونَ","pos","ADJ","N","nu----"
"29","48","12-2",,"pos","NSUFF","œ","r---m-"
"29","48","14",".","pos","END","END","END"
"29","49","0-0","بَلْ","pos","CONJ","RET","p--b--"
"29","49","1-0","هُوَ","pos","PRON","PRON","np----"
"29","49","2-0","ءَايَٰتٌۢ","pos","NOUN","N","nq----"
"29","49","2-1",,"pos","NSUFF","œ","r---l-"
"29","49","3-0","بَيِّنَٰتٌ","pos","NOUN","ADJ","nj----"
"29","49","3-1",,"pos","NSUFF","œ","r---l-"
"29","49","4-0","فِى","pos","PREP","P","p--p--"
"29","49","5-0","صُدُورِ","pos","NOUN","N","nl----"
"29","49","6-0","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","49","7-0","أُوتُ","pos","V","V","v-p---"
"29","49","7-1","وا۟","pos","PRON","PRON","r---r-"
"29","49","8-0","ٱلْ","pos","DET","DET","r---d-"
"29","49","8-1","عِلْمَ","pos","NOUN","N","nq----"
"29","49","9-0","وَ","pos","CONJ","CONJ","p--c--"
"29","49","9-1","مَا","pos","PART","NEG","p--n--"
"29","49","10-0","يَجْحَدُ","pos","V","V","r---a-"
"29","49","10-1",,"pos","-","œ","v-c---"
"29","49","11-0","بِ","pos","PREP","P","p--p--"
"29","49","11-1","ـَٔايَٰتِ","pos","NOUN","N","nq----"
"29","49","11-2","نَآ","pos","NSUFF","PRON","r---l-"
"29","49","11-3",,"pos","PRON","œ","r---r-"
"29","49","12-0","إِلَّا","pos","PART","RES","p--x--"
"29","49","13-0","ٱل","pos","DET","DET","r---d-"
"29","49","13-1","ظَّٰلِمُونَ","pos","ADJ","N","nu----"
"29","49","13-2",,"pos","NSUFF","œ","r---m-"
"29","49","15",".","pos","END","END","END"
"29","5","0-0","مَن","pos","PREP","REL","nr----"
"29","5","1-0","كَانَ","pos","V","V","v-p---"
"29","5","2-0","يَرْجُوا۟","pos","ADJ","V","r---a-"
"29","5","2-1",,"pos","-","œ","v-c---"
"29","5","3-0","لِقَآءَ","pos","NOUN","N","ng----"
"29","5","4-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","5","5-0","فَ","pos","CONJ","REM","p--c--"
"29","5","5-1","إِنَّ","pos","PART","ACC","p--a--"
"29","5","6-0","أَجَلَ","pos","NOUN","N","ng----"
"29","5","7-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","5","8-0","لَ","pos","PREP","EMPH","p--z--"
"29","5","8-1","ءَاتٍ","pos","ADJ","N","nu----"
"29","5","9-0","وَ","pos","CONJ","CONJ","p--c--"
"29","5","9-1","هُوَ","pos","PRON","PRON","np----"
"29","5","10-0","ٱل","pos","DET","DET","r---d-"
"29","5","10-1","سَّمِيعُ","pos","NOUN","N","nj----"
"29","5","11-0","ٱلْ","pos","DET","DET","r---d-"
"29","5","11-1","عَلِيمُ","pos","NOUN","ADJ","nj----"
"29","5","13",".","pos","END","END","END"
"29","50","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","50","0-1","قَالُ","pos","V","V","v-p---"
"29","50","0-2","وا۟","pos","PRON","PRON","r---r-"
"29","50","1-0","لَوْلَآ","pos","PART","EXH","p--m--"
"29","50","2-0","أُنزِلَ","pos","V","V","v-p---"
"29","50","3-0","عَلَيْ","pos","NOUN","P","p--p--"
"29","50","3-1","هِ","pos","PRON","PRON","r---r-"
"29","50","4-0","ءَايَٰتٌ","pos","NOUN","N","nq----"
"29","50","4-1",,"pos","NSUFF","œ","r---l-"
"29","50","5-0","مِّن","pos","PREP","P","p--p--"
"29","50","6-0","رَّبِّ","pos","NOUN","N","nq----"
"29","50","6-1","هِۦ","pos","PRON","PRON","r---r-"
"29","50","7-0","قُلْ","pos","V","V","v-i---"
"29","50","8-0","إِنَّ","pos","PART","ACC","p--a--"
"29","50","8-1","مَا","pos","-","PREV","p--b--"
"29","50","9-0","ٱلْ","pos","DET","DET","r---d-"
"29","50","9-1","ءَايَٰتُ","pos","NOUN","N","nq----"
"29","50","9-2",,"pos","NSUFF","œ","r---l-"
"29","50","10-0","عِندَ","pos","NOUN","LOC","nv----"
"29","50","11-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","50","12-0","وَ","pos","CONJ","CONJ","p--c--"
